"Spp","Long","Lat"
"Atta mexicana",-103.476303,20.532433
"Atta mexicana",-100.687259,20.047309
"Atta mexicana",-100.067404,20.873484
"Atta mexicana",-100.334353,25.728583
"Atta mexicana",-99.243223,20.22752
"Atta mexicana",-101.118292,19.729168
"Atta mexicana",-90.498978,14.59177
"Trioza anceps",-99.224501,19.426652
"Atta mexicana",-100.254059,25.662422
"Atta mexicana",-100.87597,22.055798
"Atta mexicana",-106.348527,23.909859
"Atta mexicana",-102.327603,21.917769
"Atta mexicana",-103.382431,20.764414
"Atta mexicana",-96.100321,15.761149
"Atta mexicana",-97.143258,20.121967
"Leptoglossus zonatus",-99.22072,19.328812
"Atta mexicana",-106.287644,23.103176
"Atta mexicana",-96.768695,17.043151
"Atta mexicana",-96.921834,19.578256
"Atta mexicana",-100.420198,21.534036
"Atta mexicana",-100.991565,22.164637
"Atta mexicana",-102.251389,21.980555
"Leptoglossus zonatus",-47.488276,-23.224765
"Leptoglossus zonatus",-100.964051,25.415895
"Atta mexicana",-104.713726,21.523585
"Atta mexicana",-101.237025,19.695141
"Atta mexicana",-106.385887,23.267538
"Atta mexicana",-110.136047,30.057853
"Atta mexicana",-96.890205,19.535704
"Atta mexicana",-103.218553,20.291762
"Trioza anceps",-101.672325,20.538997
"Leptoglossus zonatus",-87.002966,14.015254
"Atta mexicana",-102.57861,21.438783
"Atta mexicana",-101.545822,17.65058
"Atta mexicana",-107.296635,24.881118
"Atta mexicana",-103.840388,20.692839
"Atta mexicana",-108.704477,27.087456
"Leptoglossus zonatus",-103.397378,20.639126
"Atta mexicana",-103.341621,20.607379
"Atta mexicana",-96.45395,15.766287
"Atta mexicana",-89.217929,13.734469
"Atta mexicana",-99.621167,20.592114
"Leptoglossus zonatus",-80.245453,7.45138
"Atta mexicana",-106.598422,23.670205
"Atta mexicana",-92.320967,17.259589
"Atta mexicana",-108.486261,25.557372
"Atta mexicana",-98.29955,19.054281
"Leptoglossus zonatus",-100.2594,25.592658
"Atta mexicana",-102.280297,21.889125
"Atta mexicana",-102.294875,21.90204
"Atta mexicana",-101.195443,19.687369
"Atta mexicana",-100.207025,25.639472
"Leptoglossus zonatus",-88.141535,13.167889
"Atta mexicana",-112.812487,31.879245
"Atta mexicana",-102.329462,21.844758
"Trioza anceps",-99.042153,19.28149
"Atta mexicana",-100.251572,25.667788
"Atta mexicana",-89.449482,18.551739
"Atta mexicana",-105.478323,20.813323
"Atta mexicana",-101.520064,17.649258
"Atta mexicana",-101.949665,21.339475
"Leptoglossus zonatus",-101.049984,22.150705
"Atta mexicana",-102.331389,21.985278
"Atta mexicana",-96.721335,17.069508
"Atta mexicana",-98.775785,22.006337
"Atta mexicana",-109.804978,29.214737
"Leptoglossus zonatus",-87.208666,12.959219
"Leptoglossus zonatus",-85.334297,10.383413
"Atta mexicana",-100.164815,25.895163
"Leptoglossus zonatus",-103.740886,25.425102
"Leptoglossus zonatus",-60.693321,2.832718
"Atta mexicana",-102.275436,21.910889
"Bemisia tabaci",-85.472443,13.290332
"Atta mexicana",-96.965257,19.453753
"Atta mexicana",-110.945539,29.148113
"Atta mexicana",-101.197027,19.709992
"Atta mexicana",-96.732224,17.073593
"Atta mexicana",-99.19197,18.942695
"Leptoglossus zonatus",-87.004364,14.013536
"Atta mexicana",-99.224146,19.495174
"Atta mexicana",-96.72332,17.068697
"Atta mexicana",-102.033829,20.346579
"Atta mexicana",-99.222901,18.770274
"Leptoglossus zonatus",-103.501244,25.587326
"Atta mexicana",-100.726051,20.037489
"Atta mexicana",-96.200239,15.77215
"Atta mexicana",-106.41913,23.253111
"Leptoglossus zonatus",-93.228658,18.248433
"Leptoglossus zonatus",-86.55371,14.03723
"Atta mexicana",-102.902852,21.184848
"Atta mexicana",-102.275591,21.911297
"Leptoglossus zonatus",-112.082358,26.660442
"Atta mexicana",-96.159592,18.973003
"Atta mexicana",-113.019789,31.943847
"Atta mexicana",-99.221273,18.622002
"Atta mexicana",-99.222283,18.936139
"Atta mexicana",-101.767891,19.905212
"Leptoglossus zonatus",-86.488186,13.56316
